airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_India,AI-636,Delhi,Afternoon,one,Early_Morning,Chennai,Business,16.83,33,45257
Air_India,AI-868,Delhi,Evening,one,Morning,Chennai,Business,16.92,33,45257
Air_India,AI-441,Delhi,Evening,one,Morning,Chennai,Business,17.08,33,45257
Air_India,AI-636,Delhi,Afternoon,one,Morning,Chennai,Business,20.42,33,45257
Air_India,AI-865,Delhi,Morning,one,Early_Morning,Chennai,Business,20.67,33,45257
Air_India,AI-678,Delhi,Morning,one,Early_Morning,Chennai,Business,22.33,33,45257
Air_India,AI-665,Delhi,Early_Morning,one,Early_Morning,Chennai,Business,23.33,33,45257
Air_India,AI-865,Delhi,Morning,one,Morning,Chennai,Business,24.25,33,45257
Air_India,AI-887,Delhi,Early_Morning,one,Early_Morning,Chennai,Business,24.33,33,45257
Air_India,AI-678,Delhi,Morning,one,Morning,Chennai,Business,25.92,33,45257
Air_India,AI-665,Delhi,Early_Morning,one,Morning,Chennai,Business,26.92,33,45257
Air_India,AI-887,Delhi,Early_Morning,one,Morning,Chennai,Business,27.92,33,45257
Vistara,UK-951,Delhi,Afternoon,one,Evening,Chennai,Business,5.58,33,45672
Vistara,UK-951,Delhi,Afternoon,one,Night,Chennai,Business,8.75,33,45672
Vistara,UK-953,Delhi,Night,one,Morning,Chennai,Business,12.17,33,45672
Vistara,UK-953,Delhi,Night,one,Morning,Chennai,Business,15.17,33,45672
Vistara,UK-953,Delhi,Night,one,Evening,Chennai,Business,23.25,33,45672
Air_India,AI-767,Delhi,Afternoon,one,Night,Chennai,Business,9.17,33,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,14.5,33,47657
Air_India,AI-762,Delhi,Night,one,Night,Chennai,Business,26.92,33,47657
Vistara,UK-945,Delhi,Morning,one,Evening,Chennai,Business,8.25,33,52392
Vistara,UK-927,Delhi,Morning,one,Evening,Chennai,Business,10.42,33,52392
Vistara,UK-945,Delhi,Morning,one,Night,Chennai,Business,11.42,33,52392
Vistara,UK-927,Delhi,Morning,one,Night,Chennai,Business,13.58,33,52392
Vistara,UK-941,Delhi,Evening,one,Night,Chennai,Business,6.33,33,53512
Vistara,UK-941,Delhi,Evening,one,Morning,Chennai,Business,16.08,33,53512
Vistara,UK-993,Delhi,Afternoon,one,Evening,Chennai,Business,7.08,33,57992
Vistara,UK-933,Delhi,Afternoon,one,Night,Chennai,Business,7.58,33,57992
Vistara,UK-995,Delhi,Morning,one,Evening,Chennai,Business,9.58,33,57992
Vistara,UK-993,Delhi,Afternoon,one,Night,Chennai,Business,10.25,33,57992
Vistara,UK-981,Delhi,Night,one,Morning,Chennai,Business,11.17,33,57992
Vistara,UK-995,Delhi,Morning,one,Night,Chennai,Business,12.75,33,57992
Vistara,UK-981,Delhi,Night,one,Morning,Chennai,Business,14.17,33,57992
Vistara,UK-933,Delhi,Afternoon,one,Morning,Chennai,Business,17.33,33,57992
Vistara,UK-981,Delhi,Night,one,Evening,Chennai,Business,22.25,33,57992
Vistara,UK-955,Delhi,Evening,one,Night,Chennai,Business,5.33,33,60232
Vistara,UK-963,Delhi,Morning,one,Evening,Chennai,Business,11.08,33,60232
Vistara,UK-943,Delhi,Early_Morning,one,Evening,Chennai,Business,12.42,33,60232
Vistara,UK-977,Delhi,Evening,one,Morning,Chennai,Business,13.83,33,60232
Vistara,UK-963,Delhi,Morning,one,Night,Chennai,Business,14.25,33,60232
Vistara,UK-955,Delhi,Evening,one,Morning,Chennai,Business,15.08,33,60232
Vistara,UK-943,Delhi,Early_Morning,one,Night,Chennai,Business,15.58,33,60232
Vistara,UK-977,Delhi,Evening,one,Morning,Chennai,Business,16.83,33,60232
Vistara,UK-977,Delhi,Evening,one,Evening,Chennai,Business,24.92,33,60232
Vistara,UK-829,Delhi,Early_Morning,two_or_more,Evening,Chennai,Business,12.42,33,64801
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,33,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,16,33,65832
Vistara,UK-985,Delhi,Evening,one,Evening,Chennai,Business,24.08,33,65832
Vistara,UK-975,Delhi,Early_Morning,one,Morning,Chennai,Business,6.08,33,65944
Vistara,UK-975,Delhi,Early_Morning,one,Evening,Chennai,Business,14.17,33,65944
Vistara,UK-673,Delhi,Afternoon,two_or_more,Night,Chennai,Business,9.75,33,67601
Vistara,UK-819,Delhi,Afternoon,two_or_more,Night,Chennai,Business,8.83,33,76684
Vistara,UK-705,Delhi,Early_Morning,two_or_more,Evening,Chennai,Business,12.42,33,82553
Vistara,UK-833,Delhi,Early_Morning,zero,Morning,Chennai,Business,2.75,34,27864
Vistara,UK-839,Delhi,Afternoon,zero,Evening,Chennai,Business,2.83,34,27864
Vistara,UK-837,Delhi,Evening,zero,Night,Chennai,Business,2.83,34,27864
Vistara,UK-835,Delhi,Evening,zero,Night,Chennai,Business,2.83,34,27864
Air_India,AI-537,Delhi,Evening,zero,Evening,Chennai,Business,2.75,34,27864
Air_India,AI-439,Delhi,Early_Morning,zero,Morning,Chennai,Business,2.83,34,27864
Air_India,AI-429,Delhi,Morning,zero,Afternoon,Chennai,Business,2.83,34,27864
Air_India,AI-540,Delhi,Night,zero,Night,Chennai,Business,2.92,34,27864
Air_India,AI-805,Delhi,Evening,one,Early_Morning,Chennai,Business,11.33,34,45257
Air_India,AI-624,Delhi,Evening,one,Early_Morning,Chennai,Business,12.33,34,45257
Air_India,AI-868,Delhi,Evening,one,Early_Morning,Chennai,Business,13.33,34,45257
Air_India,AI-441,Delhi,Evening,one,Early_Morning,Chennai,Business,13.5,34,45257
Air_India,AI-805,Delhi,Evening,one,Morning,Chennai,Business,14.92,34,45257
Air_India,AI-624,Delhi,Evening,one,Morning,Chennai,Business,15.92,34,45257
Air_India,AI-636,Delhi,Afternoon,one,Early_Morning,Chennai,Business,16.83,34,45257
Air_India,AI-868,Delhi,Evening,one,Morning,Chennai,Business,16.92,34,45257
Air_India,AI-441,Delhi,Evening,one,Morning,Chennai,Business,17.08,34,45257
Air_India,AI-636,Delhi,Afternoon,one,Morning,Chennai,Business,20.42,34,45257
Air_India,AI-678,Delhi,Morning,one,Early_Morning,Chennai,Business,22.33,34,45257
Air_India,AI-665,Delhi,Early_Morning,one,Early_Morning,Chennai,Business,23.33,34,45257
Air_India,AI-887,Delhi,Early_Morning,one,Early_Morning,Chennai,Business,24.33,34,45257
Air_India,AI-678,Delhi,Morning,one,Morning,Chennai,Business,25.92,34,45257
Air_India,AI-665,Delhi,Early_Morning,one,Morning,Chennai,Business,26.92,34,45257
Air_India,AI-887,Delhi,Early_Morning,one,Morning,Chennai,Business,27.92,34,45257
Vistara,UK-951,Delhi,Afternoon,one,Evening,Chennai,Business,5.58,34,45672
Vistara,UK-951,Delhi,Afternoon,one,Night,Chennai,Business,8.75,34,45672
Vistara,UK-953,Delhi,Night,one,Morning,Chennai,Business,12.17,34,45672
Vistara,UK-953,Delhi,Night,one,Morning,Chennai,Business,15.17,34,45672
Vistara,UK-953,Delhi,Night,one,Evening,Chennai,Business,23.25,34,45672
Air_India,AI-764,Delhi,Evening,one,Night,Chennai,Business,6.25,34,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,16.33,34,47657
Air_India,AI-423,Delhi,Early_Morning,one,Night,Chennai,Business,18.33,34,47657
Air_India,AI-762,Delhi,Night,one,Evening,Chennai,Business,20.83,34,47657
Vistara,UK-945,Delhi,Morning,one,Evening,Chennai,Business,8.25,34,52392
Vistara,UK-927,Delhi,Morning,one,Evening,Chennai,Business,10.42,34,52392
Vistara,UK-945,Delhi,Morning,one,Night,Chennai,Business,11.42,34,52392
Vistara,UK-927,Delhi,Morning,one,Night,Chennai,Business,13.58,34,52392
Vistara,UK-941,Delhi,Evening,one,Night,Chennai,Business,6.33,34,53512
Vistara,UK-941,Delhi,Evening,one,Morning,Chennai,Business,16.08,34,53512
Vistara,UK-993,Delhi,Afternoon,one,Evening,Chennai,Business,7.08,34,57992
Vistara,UK-933,Delhi,Afternoon,one,Night,Chennai,Business,7.58,34,57992
Vistara,UK-995,Delhi,Morning,one,Evening,Chennai,Business,9.58,34,57992
Vistara,UK-993,Delhi,Afternoon,one,Night,Chennai,Business,10.25,34,57992
Vistara,UK-981,Delhi,Night,one,Morning,Chennai,Business,11.17,34,57992
Vistara,UK-995,Delhi,Morning,one,Night,Chennai,Business,12.75,34,57992
Vistara,UK-981,Delhi,Night,one,Morning,Chennai,Business,14.17,34,57992
Vistara,UK-933,Delhi,Afternoon,one,Morning,Chennai,Business,17.33,34,57992
Vistara,UK-981,Delhi,Night,one,Evening,Chennai,Business,22.25,34,57992
Vistara,UK-955,Delhi,Evening,one,Night,Chennai,Business,5.33,34,60232
Vistara,UK-963,Delhi,Morning,one,Evening,Chennai,Business,11.08,34,60232
Vistara,UK-943,Delhi,Early_Morning,one,Evening,Chennai,Business,12.42,34,60232
Vistara,UK-963,Delhi,Morning,one,Night,Chennai,Business,14.25,34,60232
Vistara,UK-955,Delhi,Evening,one,Morning,Chennai,Business,15.08,34,60232
Vistara,UK-943,Delhi,Early_Morning,one,Night,Chennai,Business,15.58,34,60232
Vistara,UK-829,Delhi,Early_Morning,two_or_more,Evening,Chennai,Business,12.42,34,64801
Vistara,UK-877,Mumbai,Morning,one,Afternoon,Delhi,Business,25.92,2,47384
